customer_id,age,tenure_months,monthly_spend,usage_score,clv,am_quality,treatment,customer_retained,true_effect
CUST_032433,36.7,102.3,93.93,43.73,8657.74,-1.6573,1,1,0.5
CUST_032434,63.7,15.5,38.55,77.13,517.43,0.2792,0,1,0.0
CUST_032435,47.0,26.6,65.42,33.09,1589.99,-0.4836,0,0,0.0
CUST_032436,34.2,6.9,43.88,49.88,309.99,-0.3142,1,0,0.5
CUST_032437,31.1,19.4,56.09,58.39,1278.49,0.1426,2,1,1.2
CUST_032438,52.5,2.5,69.13,7.9,156.32,-0.9513,2,0,1.2
CUST_032439,40.3,45.6,111.51,59.1,5515.81,0.6919,1,0,0.5
CUST_032440,40.1,14.6,73.85,13.06,1273.65,-1.018,0,0,0.0
CUST_032441,32.8,10.8,64.61,8.34,776.4,-0.5054,2,0,1.2
CUST_032442,39.3,17.3,34.46,36.09,478.82,-0.1209,0,0,0.0
CUST_032443,32.3,58.6,28.92,59.83,1516.63,-0.176,1,1,0.5
CUST_032444,56.3,36.0,84.28,44.41,2629.64,0.2904,0,1,0.0
CUST_032445,48.6,4.0,66.88,30.43,271.34,0.7616,1,1,0.5
CUST_032446,37.9,35.1,122.64,21.73,5088.03,2.1533,1,1,0.8
CUST_032447,37.7,12.0,23.86,14.24,308.35,0.0945,0,0,0.0
CUST_032448,41.1,12.1,155.65,46.76,1561.78,-0.5003,0,0,0.0
CUST_032449,39.9,34.0,49.31,58.64,1579.85,-0.9782,1,1,0.5
CUST_032450,28.5,14.8,64.42,50.78,1021.71,1.1444,0,1,0.0
CUST_032451,18.0,1.8,107.94,56.53,228.53,-0.3685,0,0,0.0
CUST_032452,30.4,6.8,51.67,56.98,327.07,-1.8193,0,0,0.0
CUST_032453,38.5,54.0,27.4,57.64,1725.46,0.8801,0,1,0.0
CUST_032454,31.1,21.5,70.05,75.89,1305.34,-0.9506,1,1,0.5
CUST_032455,49.8,47.6,31.7,6.03,1549.26,1.364,0,0,0.0
CUST_032456,37.3,8.7,26.67,24.11,218.96,-1.0083,2,1,1.2
CUST_032457,62.5,28.0,151.07,25.11,4888.13,1.6349,1,0,0.8
CUST_032458,33.3,36.9,92.17,89.65,3144.81,-1.3443,2,1,1.7
CUST_032459,41.7,4.8,111.57,40.33,517.14,1.3656,2,0,1.2
CUST_032460,36.5,1.0,141.33,9.7,169.13,1.3504,2,1,1.2
CUST_032461,45.3,24.2,115.66,50.73,2331.44,0.9098,1,1,0.5
CUST_032462,52.8,20.6,52.1,26.48,1095.19,-0.7578,2,1,1.2
CUST_032463,47.3,1.0,76.91,31.0,89.31,0.5721,0,0,0.0
CUST_032464,18.0,12.7,48.68,40.25,538.29,0.7883,2,1,1.2
CUST_032465,46.0,19.9,117.45,77.32,2512.82,-1.2615,1,0,0.5
CUST_032466,27.9,5.7,31.62,64.73,182.0,0.8342,2,1,1.2
CUST_032467,36.3,2.4,44.8,11.5,103.44,-0.5338,1,1,0.8
CUST_032468,48.3,38.8,93.86,15.27,3979.89,-0.8431,2,1,1.7
CUST_032469,26.6,62.2,73.13,27.57,4511.97,-0.187,0,0,0.0
CUST_032470,53.9,14.2,38.45,20.51,641.7,-0.988,0,1,0.0
CUST_032471,35.8,3.5,20.0,75.32,59.95,-0.954,2,1,1.2
CUST_032472,66.1,13.1,65.39,37.41,850.51,-0.8001,0,0,0.0
CUST_032473,40.8,7.9,85.63,27.75,597.42,0.4723,0,0,0.0
CUST_032474,60.5,16.2,142.44,12.43,2105.54,-0.4305,0,0,0.0
CUST_032475,54.4,1.0,65.79,26.66,60.71,0.0898,0,0,0.0
CUST_032476,32.7,48.4,187.71,41.99,9978.7,0.2691,2,1,1.7
CUST_032477,24.4,1.4,170.49,52.82,255.98,0.5786,2,0,1.2
CUST_032478,41.4,13.5,75.69,63.17,964.53,-0.1247,2,1,1.2
CUST_032479,33.0,26.0,151.5,71.95,3904.52,2.753,2,1,1.7
CUST_032480,59.0,25.3,174.37,6.06,3813.15,1.0826,0,0,0.0
CUST_032481,37.0,8.5,60.1,62.03,466.2,-1.0858,1,1,0.5
CUST_032482,36.4,16.6,59.03,24.16,1126.94,0.5195,2,1,1.2
CUST_032483,23.2,16.5,106.53,49.29,1914.61,1.9705,1,0,0.5
CUST_032484,45.0,3.4,66.49,59.65,185.66,-1.3874,0,1,0.0
CUST_032485,25.9,11.2,411.01,38.23,3957.51,-1.7971,0,1,0.0
CUST_032486,45.3,3.0,158.12,15.49,459.64,0.2184,0,0,0.0
CUST_032487,47.0,1.4,114.1,27.01,146.52,0.3877,1,0,0.8
CUST_032488,31.0,1.4,57.6,19.76,65.61,1.6093,1,1,0.8
CUST_032489,51.5,13.7,351.93,28.95,4992.79,1.5043,1,1,0.8
CUST_032490,36.7,31.4,62.28,14.09,1785.22,-1.5159,1,1,0.8
CUST_032491,22.3,100.1,123.99,73.53,10872.58,-2.0232,0,0,0.0
CUST_032492,58.5,20.3,212.4,39.64,5046.68,1.0703,2,1,1.7
CUST_032493,28.9,8.5,129.13,29.3,1222.56,1.5156,0,0,0.0
CUST_032494,46.1,5.6,51.4,33.24,259.55,0.1862,2,1,1.2
CUST_032495,45.1,28.5,106.77,3.35,2820.68,-0.0742,1,0,0.8
CUST_032496,44.7,1.3,76.25,57.63,110.21,0.7508,2,1,1.2
CUST_032497,44.5,7.3,56.68,47.14,450.99,-1.2685,0,1,0.0
CUST_032498,28.4,28.0,258.52,27.43,7131.41,1.6028,2,1,1.7
CUST_032499,60.3,14.1,118.51,50.09,1476.38,-0.3858,2,0,1.2
CUST_032500,51.5,16.6,169.27,44.87,2389.73,1.1029,1,1,0.5
CUST_032501,45.7,89.0,60.58,10.34,4364.37,-0.2207,0,1,0.0
CUST_032502,24.0,12.4,67.7,30.14,768.8,-2.2023,0,0,0.0
CUST_032503,28.3,21.7,85.5,61.14,1756.04,0.2265,0,0,0.0
CUST_032504,47.9,120.0,121.03,46.17,13749.4,-0.5227,1,1,0.5
CUST_032505,18.0,27.8,292.56,28.46,8829.85,-1.5428,2,0,1.7
CUST_032506,44.1,17.3,87.25,38.84,1217.2,-2.4546,0,1,0.0
CUST_032507,24.0,9.4,36.4,21.72,402.93,0.6411,2,1,1.2
CUST_032508,29.6,90.0,148.5,80.91,11306.06,-1.7265,2,1,1.7
CUST_032509,23.1,8.3,60.66,29.16,579.61,0.5157,0,0,0.0
CUST_032510,43.0,3.0,77.3,40.8,251.55,-0.4442,1,0,0.5
CUST_032511,53.4,62.4,326.93,27.89,20923.97,-0.9796,0,0,0.0
CUST_032512,44.2,9.2,56.67,66.21,445.51,0.1005,2,0,1.2
CUST_032513,45.5,21.3,59.13,64.53,1510.13,-0.052,0,0,0.0
CUST_032514,42.0,24.9,50.85,43.35,1457.76,0.1358,0,1,0.0
CUST_032515,48.2,7.3,41.72,40.69,324.73,0.7878,2,0,1.2
CUST_032516,45.6,13.2,55.02,79.97,798.4,1.2689,2,1,1.2
CUST_032517,18.0,4.1,109.12,44.42,490.69,1.8743,0,1,0.0
CUST_032518,50.9,51.8,20.0,55.58,1182.12,-0.883,0,0,0.0
CUST_032519,49.6,21.1,47.33,20.02,1114.62,0.5835,0,0,0.0
CUST_032520,35.7,53.0,70.54,85.69,4184.41,-0.3754,0,0,0.0
CUST_032521,18.0,7.1,197.43,68.68,1580.18,-1.5616,2,0,1.2
CUST_032522,42.9,24.1,434.56,67.2,9297.6,-2.2808,2,1,1.7
CUST_032523,43.9,5.9,41.68,73.3,246.11,-0.8432,1,1,0.5
CUST_032524,34.7,8.2,143.27,28.0,1345.6,-0.9008,0,0,0.0
CUST_032525,42.2,10.8,139.5,32.88,1423.28,-1.767,2,0,1.2
CUST_032526,52.9,19.1,85.14,49.79,1600.4,-0.7753,0,0,0.0
CUST_032527,68.8,19.5,366.67,50.5,8123.46,0.903,0,0,0.0
CUST_032528,41.8,5.4,81.59,80.05,353.49,-0.6927,2,1,1.2
CUST_032529,44.0,1.1,153.21,46.55,192.53,-0.6687,2,1,1.2
CUST_032530,30.1,35.5,223.36,48.54,7604.22,0.0308,0,0,0.0
CUST_032531,34.0,17.9,77.42,70.19,1472.01,-1.0637,1,0,0.5
CUST_032532,38.4,9.0,37.55,58.82,351.14,0.7188,2,1,1.2
CUST_032533,54.1,1.3,24.7,69.26,31.49,-0.8032,2,1,1.2
CUST_032534,49.8,2.7,128.71,39.86,350.88,-0.7656,1,0,0.5
CUST_032535,63.2,13.2,91.78,29.11,1424.54,-0.9166,0,0,0.0
CUST_032536,22.1,15.9,65.9,13.18,1090.0,0.4822,2,0,1.2
CUST_032537,24.1,11.4,96.26,4.24,1021.01,-1.002,1,1,0.8
CUST_032538,53.2,20.1,209.52,72.88,3468.91,0.3152,2,0,1.7
CUST_032539,57.4,40.4,166.1,10.37,7308.96,-0.8509,2,0,1.7
CUST_032540,40.4,27.1,68.4,25.27,1802.14,-1.9704,1,0,0.8
CUST_032541,18.0,48.4,81.03,44.48,4406.29,-1.292,2,1,1.7
CUST_032542,31.1,23.0,214.13,82.93,4868.54,-1.1381,1,1,0.5
CUST_032543,44.0,2.7,54.04,43.15,119.25,0.8864,2,1,1.2
CUST_032544,29.2,3.9,78.58,67.74,350.4,0.4033,0,0,0.0
CUST_032545,42.2,11.9,173.28,39.51,1879.43,0.475,0,0,0.0
CUST_032546,62.8,8.0,192.99,27.08,1406.44,1.3379,2,1,1.2
CUST_032547,57.1,25.4,82.88,26.24,1749.32,-0.5477,0,0,0.0
CUST_032548,49.7,23.6,448.71,8.28,12092.11,-1.4239,0,0,0.0
CUST_032549,39.2,14.9,100.75,31.13,1787.74,0.5893,1,1,0.5
CUST_032550,34.1,24.8,31.8,65.89,859.38,-0.7717,0,1,0.0
CUST_032551,49.1,58.1,218.66,13.18,13675.27,0.0496,1,0,0.8
CUST_032552,40.3,16.2,58.91,48.74,973.89,0.6221,2,0,1.2
CUST_032553,40.7,10.2,155.45,54.53,1639.51,0.1389,0,0,0.0
CUST_032554,21.4,15.5,105.27,41.76,1719.09,-0.0265,2,1,1.2
CUST_032555,31.4,3.8,787.51,37.59,2593.72,-1.1944,0,0,0.0
CUST_032556,49.0,2.5,65.3,40.92,133.03,0.8594,2,0,1.2
CUST_032557,26.8,12.7,87.91,41.58,1136.07,0.5959,0,0,0.0
CUST_032558,43.2,61.7,85.46,31.82,4332.32,0.4764,0,0,0.0
CUST_032559,45.0,47.7,74.64,39.63,3404.86,0.6498,1,1,0.5
CUST_032560,45.7,27.2,34.17,15.78,1081.14,0.5231,2,0,1.2
CUST_032561,46.7,30.5,32.36,67.23,1121.64,0.7044,1,1,0.5
CUST_032562,47.5,47.3,68.87,42.9,2975.9,1.6342,0,1,0.0
CUST_032563,32.5,59.3,92.02,59.07,5850.4,0.8129,0,0,0.0
CUST_032564,22.4,25.9,63.96,14.18,1510.24,-0.1053,2,1,1.2
CUST_032565,29.5,11.7,65.71,61.16,888.1,-1.2451,2,0,1.2
CUST_032566,48.8,3.8,151.9,8.51,588.88,0.7755,2,0,1.2
CUST_032567,25.6,1.0,62.6,48.37,56.51,-0.3746,2,0,1.2
CUST_032568,27.5,25.1,28.22,3.95,715.85,2.168,2,0,1.2
CUST_032569,27.4,12.2,147.31,80.09,1562.04,-0.6639,0,1,0.0
CUST_032570,18.0,2.0,214.62,24.23,499.82,0.7726,1,1,0.8
CUST_032571,26.2,7.8,140.3,70.02,930.5,0.6127,1,1,0.5
CUST_032572,52.0,15.2,64.39,63.81,994.88,0.9239,2,1,1.2
CUST_032573,31.4,36.7,79.49,26.48,3163.96,-1.523,1,1,0.8
CUST_032574,19.0,9.1,66.12,36.37,614.09,0.0712,2,1,1.2
CUST_032575,33.9,25.6,127.89,29.1,3077.42,-0.0489,2,0,1.7
CUST_032576,46.1,1.1,232.7,39.82,277.86,-0.6846,0,0,0.0
CUST_032577,18.0,78.7,123.74,14.7,8831.0,0.5982,2,1,1.7
CUST_032578,51.4,85.5,87.64,28.49,6727.38,-1.0697,2,1,1.7
CUST_032579,22.7,18.0,94.49,6.8,1451.61,0.664,2,1,1.2
CUST_032580,35.3,25.7,124.33,28.27,2582.7,0.0391,2,1,1.7
CUST_032581,35.1,34.7,385.72,44.33,10902.97,1.5089,1,0,0.5
CUST_032582,33.3,84.5,168.19,43.57,16444.59,-0.873,2,0,1.7
CUST_032583,39.2,18.9,41.46,73.0,667.28,-0.1476,1,0,0.5
CUST_032584,49.3,33.8,41.59,55.62,1575.01,-0.5698,1,0,0.5
CUST_032585,39.5,5.1,379.75,42.6,2037.63,1.1661,0,1,0.0
CUST_032586,32.7,4.0,159.73,57.85,609.29,2.0219,1,0,0.5
CUST_032587,45.5,29.9,39.49,22.96,1123.32,0.547,1,1,0.8
CUST_032588,42.5,61.8,45.33,49.32,2930.22,-2.6698,2,1,1.7
CUST_032589,32.0,20.1,87.75,49.98,2074.72,-0.8128,0,0,0.0
CUST_032590,40.5,18.4,222.49,62.25,4035.19,0.3583,1,1,0.5
CUST_032591,31.0,20.3,43.36,19.64,866.52,-0.1924,0,0,0.0
CUST_032592,29.6,50.8,120.58,31.26,5747.47,-2.0975,2,0,1.7
CUST_032593,49.7,38.6,273.69,35.49,9466.63,-0.8602,2,1,1.7
CUST_032594,45.4,38.8,49.7,44.08,1941.67,-0.509,1,1,0.5
CUST_032595,49.2,2.7,68.51,69.4,194.65,1.7191,2,1,1.2
CUST_032596,47.6,34.2,638.06,45.4,18711.65,-0.7255,2,0,1.7
CUST_032597,29.4,35.1,82.48,20.85,2862.27,0.2327,1,0,0.8
CUST_032598,52.0,3.4,82.69,17.95,321.18,0.7214,2,1,1.2
CUST_032599,36.4,15.3,96.57,60.75,1440.27,-1.2847,0,0,0.0
CUST_032600,51.2,2.5,82.3,37.91,216.5,-0.4178,0,0,0.0
CUST_032601,38.5,12.1,168.51,63.22,2163.72,-0.8087,2,1,1.7
CUST_032602,43.8,24.6,109.65,71.13,2871.18,0.0278,2,1,1.7
CUST_032603,44.1,5.9,59.84,45.83,318.15,-0.8731,2,0,1.2
CUST_032604,49.8,3.4,57.1,14.81,182.29,0.6112,2,1,1.2
CUST_032605,20.4,24.4,115.52,46.19,2351.25,-0.7489,0,0,0.0
CUST_032606,21.1,42.1,34.68,45.07,1552.18,-0.1579,1,1,0.5
CUST_032607,48.1,4.0,177.69,29.38,852.01,-1.1988,0,0,0.0
CUST_032608,44.3,56.3,531.62,54.43,33315.79,-1.7638,1,0,0.5
CUST_032609,30.7,32.1,106.58,49.9,3620.75,-0.4174,2,1,1.7
CUST_032610,44.4,27.2,28.13,51.3,853.05,0.7017,1,0,0.5
CUST_032611,23.1,3.1,81.46,45.65,227.15,0.4176,0,1,0.0
CUST_032612,75.0,63.7,62.24,54.32,4729.26,-0.6176,1,0,0.5
CUST_032613,55.7,15.4,97.95,20.11,1317.19,-0.2776,1,0,0.8
CUST_032614,47.5,18.4,88.12,12.92,1508.97,-0.3662,1,1,0.8
CUST_032615,40.9,17.2,246.34,44.54,4665.25,-1.0001,1,1,0.5
CUST_032616,32.6,18.2,60.91,46.2,936.84,0.9492,2,1,1.2
CUST_032617,24.3,41.5,86.26,30.32,3559.79,0.8538,0,0,0.0
CUST_032618,38.6,2.5,43.24,40.47,106.77,1.002,2,0,1.2
CUST_032619,29.7,15.9,118.25,56.75,1829.2,-0.2409,2,1,1.2
CUST_032620,30.4,22.8,180.63,19.11,3951.9,-1.4448,0,0,0.0
CUST_032621,23.0,3.0,272.35,49.8,925.37,-0.0084,0,1,0.0
CUST_032622,43.0,20.9,122.7,69.67,2119.08,-0.392,0,0,0.0
CUST_032623,35.5,17.1,110.81,41.44,1825.31,-0.0361,2,0,1.2
CUST_032624,46.4,6.0,48.68,29.22,296.35,-0.2755,1,0,0.8
CUST_032625,45.5,7.1,20.0,28.98,131.25,1.3413,2,1,1.2
CUST_032626,42.8,2.2,57.65,8.89,139.64,-2.4519,1,0,0.8
CUST_032627,71.9,29.3,74.32,2.52,2583.82,0.2929,2,0,1.7
CUST_032628,49.9,3.9,81.95,63.67,276.94,0.7392,2,1,1.2
CUST_032629,24.9,37.3,25.01,74.07,1085.2,-0.2527,1,0,0.5
CUST_032630,45.5,52.9,72.07,62.57,3673.57,0.7497,1,0,0.5
CUST_032631,39.4,6.6,20.0,14.28,152.59,-0.181,1,1,0.8
CUST_032632,23.9,7.2,32.1,84.43,255.55,0.8382,2,1,1.2
CUST_032633,22.9,3.2,215.41,38.6,643.94,0.3808,2,0,1.2
CUST_032634,45.4,18.7,257.79,43.05,4189.42,-0.482,0,0,0.0
CUST_032635,48.4,79.9,79.82,24.15,5132.18,-0.1289,1,1,0.8
CUST_032636,27.4,6.7,109.05,38.25,627.07,1.4939,2,0,1.2
CUST_032637,51.6,4.2,123.2,46.98,552.34,-1.622,2,1,1.2
CUST_032638,43.4,22.4,123.06,20.25,2327.5,-1.6729,0,0,0.0
CUST_032639,54.4,46.6,43.97,64.64,2285.54,0.6916,1,1,0.5
CUST_032640,53.1,49.0,102.2,24.11,5511.55,2.2129,2,1,1.7
CUST_032641,38.1,10.2,110.76,41.7,1315.92,-0.581,1,0,0.5
CUST_032642,59.6,37.1,107.87,65.52,3387.88,0.3436,2,1,1.7
CUST_032643,26.5,21.5,48.91,22.89,1194.82,1.212,1,1,0.8
CUST_032644,68.7,31.7,36.11,19.1,1348.25,-1.1781,2,1,1.2
CUST_032645,29.5,27.1,76.71,37.57,1801.6,-0.4412,0,0,0.0
CUST_032646,39.4,3.3,29.97,8.04,95.23,1.6703,2,1,1.2
CUST_032647,33.2,10.6,47.45,26.15,518.63,0.1422,2,0,1.2
CUST_032648,35.5,34.6,130.45,48.56,4644.64,0.5035,0,0,0.0
CUST_032649,75.0,34.2,212.95,34.19,6861.35,1.4412,2,1,1.7
CUST_032650,34.4,3.1,179.46,57.09,480.95,0.4062,2,1,1.2
CUST_032651,50.2,14.9,53.02,31.46,716.73,1.1284,1,1,0.5
CUST_032652,37.2,48.8,65.41,23.71,3627.23,-0.6283,2,0,1.7
CUST_032653,51.2,37.6,61.66,55.34,2767.12,-0.213,2,1,1.7
CUST_032654,33.5,20.9,105.41,55.39,2181.43,0.1404,2,1,1.7
CUST_032655,43.1,5.5,44.86,43.16,214.64,0.241,1,0,0.5
CUST_032656,47.5,9.4,93.69,21.54,762.46,-0.6792,0,0,0.0
CUST_032657,31.3,25.4,82.3,25.4,2226.99,-0.4252,2,1,1.7
CUST_032658,73.1,36.5,144.57,29.76,4941.08,1.4779,2,1,1.7
CUST_032659,48.2,22.8,36.62,65.86,688.53,0.1853,2,1,1.2
CUST_032660,37.3,12.1,41.81,18.34,486.45,-1.4132,2,1,1.2
CUST_032661,31.6,20.6,114.66,71.73,2446.72,0.2819,0,1,0.0
CUST_032662,41.1,1.0,99.58,50.3,83.33,0.6226,1,1,0.5
CUST_032663,25.4,31.9,35.83,38.61,1201.83,0.8214,1,0,0.5
CUST_032664,61.4,44.6,20.22,63.37,778.71,0.4564,1,1,0.5
CUST_032665,45.2,1.1,136.78,38.77,145.39,-0.2537,0,1,0.0
CUST_032666,38.9,12.2,99.06,25.63,1059.38,-0.7132,2,0,1.2
CUST_032667,52.6,45.3,73.89,29.58,3892.02,-0.953,2,1,1.7
CUST_032668,31.3,21.8,135.91,47.95,3518.74,0.6616,0,1,0.0
CUST_032669,26.1,15.9,47.12,5.28,772.16,-1.8837,2,1,1.2
CUST_032670,38.4,2.2,125.34,4.53,245.76,0.7123,2,1,1.2
CUST_032671,41.5,32.1,211.89,57.35,5703.22,-1.5099,0,0,0.0
CUST_032672,46.4,28.1,122.61,33.82,3560.52,-2.0668,0,0,0.0
CUST_032673,22.3,21.4,30.69,57.76,561.43,0.4381,1,1,0.5
CUST_032674,34.5,1.5,183.77,37.3,296.0,1.1579,1,0,0.5
CUST_032675,18.0,24.7,37.01,18.68,824.77,-0.7484,2,0,1.2
CUST_032676,25.8,1.3,67.71,33.78,102.63,-0.0235,0,1,0.0
CUST_032677,48.6,41.4,126.26,33.26,5203.22,-0.2838,2,0,1.7
CUST_032678,51.5,48.8,163.04,18.12,7372.95,1.6512,2,1,1.7
CUST_032679,26.3,18.2,86.52,37.52,1268.69,-0.726,1,1,0.5
CUST_032680,36.1,45.3,462.8,34.56,22313.15,-0.4454,1,0,0.5
CUST_032681,40.3,12.3,34.54,43.1,467.0,1.458,2,1,1.2
CUST_032682,52.9,8.2,459.57,67.67,3177.55,0.402,2,0,1.7
CUST_032683,58.3,15.9,21.68,56.19,376.09,-1.764,0,1,0.0
CUST_032684,41.8,19.6,86.96,15.42,1629.27,1.3045,0,1,0.0
CUST_032685,36.9,34.9,26.19,20.24,1051.3,-0.4814,2,1,1.2
CUST_032686,22.7,22.1,117.21,94.37,3053.01,1.5195,2,1,1.7
CUST_032687,41.3,46.5,26.19,57.55,1228.39,0.0337,0,0,0.0
CUST_032688,64.9,65.9,129.54,56.46,9265.99,-0.9291,2,1,1.7
CUST_032689,55.5,17.7,54.66,84.84,1051.25,-0.1247,0,0,0.0
CUST_032690,42.1,30.4,22.37,67.95,744.96,-1.5439,0,0,0.0
CUST_032691,43.6,15.8,301.65,81.36,4533.07,-0.2842,0,0,0.0
CUST_032692,31.7,56.8,155.86,23.49,10123.41,0.9284,0,1,0.0
CUST_032693,35.7,1.0,134.5,70.67,150.08,-0.7648,2,1,1.2
CUST_032694,41.8,30.4,388.34,80.04,13371.79,1.2151,2,0,1.7
CUST_032695,41.8,16.5,62.9,24.92,1013.96,-0.5512,2,0,1.2
CUST_032696,52.1,1.5,236.6,20.99,335.16,0.4986,1,0,0.8
CUST_032697,51.5,32.9,39.85,28.37,1174.83,1.1225,0,1,0.0
CUST_032698,46.2,12.0,90.6,31.63,970.89,1.5719,2,1,1.2
CUST_032699,28.0,18.0,24.45,7.03,387.98,1.8848,2,1,1.2
CUST_032700,28.5,29.9,400.16,34.54,11705.85,0.9571,2,1,1.7
CUST_032701,29.3,7.0,74.49,36.66,516.46,-0.13,1,1,0.5
CUST_032702,42.8,8.2,49.19,56.44,337.35,-0.1495,0,0,0.0
CUST_032703,18.0,10.6,415.71,34.92,4226.23,-0.811,0,1,0.0
CUST_032704,39.9,33.0,150.61,27.76,4673.52,1.0839,1,1,0.8
CUST_032705,56.9,96.2,48.94,49.17,5501.48,0.4743,2,1,1.7
CUST_032706,48.0,10.8,57.39,50.77,726.86,-0.991,0,0,0.0
CUST_032707,35.8,22.6,106.3,55.73,2290.19,0.193,2,1,1.7
CUST_032708,31.6,9.4,639.83,78.45,5240.83,-0.8232,1,0,0.5
CUST_032709,49.7,50.3,47.05,55.04,2534.17,-1.3691,1,0,0.5
CUST_032710,43.7,65.8,160.3,59.32,11482.78,-0.1758,2,1,1.7
CUST_032711,37.0,5.0,70.81,51.67,300.91,1.072,0,1,0.0
CUST_032712,32.9,25.5,193.56,26.88,4455.83,-0.9738,2,0,1.7
CUST_032713,40.9,56.7,70.58,33.93,4589.58,0.4547,2,1,1.7
CUST_032714,36.4,15.5,79.45,47.46,1300.42,1.3827,1,1,0.5
CUST_032715,49.4,9.8,24.41,24.39,221.95,-1.5642,0,0,0.0
CUST_032716,54.9,56.7,79.88,11.35,4845.25,-0.1173,2,1,1.7
CUST_032717,23.6,7.2,739.22,49.07,6236.73,0.3042,1,0,0.5
CUST_032718,25.3,5.6,36.86,51.71,180.08,-0.8136,1,0,0.5
CUST_032719,56.2,51.0,75.64,21.88,3992.42,0.5268,0,0,0.0
CUST_032720,42.0,24.1,91.94,50.23,2146.74,-0.137,2,0,1.7
CUST_032721,26.4,4.9,202.33,42.96,1191.69,0.5897,0,1,0.0
CUST_032722,51.8,24.7,92.92,39.99,2321.16,0.0629,2,1,1.7
CUST_032723,44.1,50.1,249.54,29.13,13839.06,0.9532,1,1,0.8
CUST_032724,66.4,2.2,45.93,83.01,89.46,1.0082,2,0,1.2
CUST_032725,37.2,7.1,89.65,66.33,753.79,-0.0348,1,1,0.5
CUST_032726,53.3,22.2,86.12,18.51,1780.58,0.0889,2,1,1.2
CUST_032727,22.6,2.9,56.45,77.09,177.7,-2.1429,0,1,0.0
CUST_032728,56.8,56.6,91.22,40.34,4331.17,-0.4846,2,1,1.7
CUST_032729,51.3,21.6,48.56,31.12,1133.32,-1.432,0,1,0.0
CUST_032730,59.3,21.1,168.52,49.07,3684.53,-0.0452,2,0,1.7
CUST_032731,53.3,1.4,31.85,28.61,47.43,-1.5892,0,0,0.0
CUST_032732,38.8,13.1,26.1,70.46,392.11,0.0511,2,1,1.2
CUST_032733,25.9,5.2,40.34,10.19,168.32,-0.2477,2,0,1.2
CUST_032734,32.8,39.7,94.94,15.14,4254.47,-1.2898,0,1,0.0
CUST_032735,18.9,9.8,128.12,8.19,1485.48,0.4314,0,0,0.0
CUST_032736,28.9,12.4,53.27,25.76,596.12,-1.7443,1,0,0.8
CUST_032737,45.1,24.6,139.41,11.61,4073.39,0.0164,0,0,0.0
CUST_032738,39.4,30.3,20.0,34.39,668.23,0.8272,0,0,0.0
CUST_032739,37.3,37.5,66.01,20.71,2438.52,-1.267,1,1,0.8
CUST_032740,30.5,4.6,58.33,24.85,236.92,1.057,1,1,0.8
CUST_032741,18.7,7.3,118.08,34.79,924.92,-0.3658,2,0,1.2
CUST_032742,42.2,2.3,205.05,50.62,556.58,0.7891,1,1,0.5
CUST_032743,44.5,46.6,767.47,62.85,29929.57,-0.0119,2,0,1.7
CUST_032744,28.1,9.1,82.2,11.03,870.61,1.9961,0,0,0.0
CUST_032745,33.6,3.2,20.0,32.37,52.04,-1.3785,1,1,0.5
CUST_032746,58.5,9.0,96.22,21.43,799.13,-2.0429,0,1,0.0
CUST_032747,53.9,1.4,73.56,29.78,84.19,-0.7943,2,0,1.2
CUST_032748,22.2,43.5,123.22,11.31,4351.06,0.027,2,0,1.7
CUST_032749,39.0,8.1,130.03,69.3,941.88,-0.4416,1,0,0.5
CUST_032750,57.5,10.3,56.11,26.89,540.81,0.5247,1,0,0.8
CUST_032751,37.4,67.7,33.12,42.56,1793.57,-0.1859,2,1,1.2
CUST_032752,36.8,5.0,149.17,25.3,724.1,0.1679,2,0,1.2
CUST_032753,53.1,5.5,230.94,33.58,1417.09,-0.0422,0,0,0.0
CUST_032754,51.8,19.7,147.25,38.11,2578.26,-1.2746,2,1,1.7
CUST_032755,51.2,86.1,137.2,34.49,13335.35,-0.1097,0,0,0.0
CUST_032756,36.9,55.5,97.3,41.63,6412.03,1.2023,1,0,0.5
CUST_032757,48.0,21.6,190.12,63.21,3603.22,1.0652,2,1,1.7
CUST_032758,57.9,40.1,35.19,48.73,1272.66,0.1874,2,1,1.2
CUST_032759,39.4,16.0,121.18,29.66,1634.71,0.7306,2,1,1.2
CUST_032760,35.2,13.7,46.82,63.37,691.63,0.7321,2,0,1.2
CUST_032761,54.8,12.3,28.39,36.13,305.41,1.6878,2,1,1.2
CUST_032762,64.5,14.5,227.55,48.51,2983.7,0.39,2,1,1.7
CUST_032763,65.4,29.5,50.1,6.54,1308.71,0.2661,0,0,0.0
CUST_032764,35.5,41.4,124.26,73.31,5290.09,0.9389,0,0,0.0
CUST_032765,36.7,20.6,169.23,60.01,3987.93,0.2254,1,0,0.5
CUST_032766,27.7,48.8,97.15,58.84,5477.09,0.3418,0,0,0.0
CUST_032767,41.4,24.4,45.28,56.0,964.07,0.6097,2,1,1.2
CUST_032768,27.1,39.0,302.76,84.16,10305.72,0.6643,2,1,1.7
CUST_032769,33.7,28.1,24.27,60.41,549.94,-0.1664,1,0,0.5
CUST_032770,48.4,35.7,106.37,32.87,3996.14,1.2963,1,1,0.5
CUST_032771,44.7,1.0,440.42,55.71,520.54,0.7454,2,1,1.2
CUST_032772,18.3,48.5,322.08,4.9,15215.51,-0.8008,2,0,1.7
